office,district,candidate,party,reporting_level,jurisdiction,votes,vacancy
United States Representative,4,TOTAL,,county,Winneshiek,6922,False
United States Representative,4,SELDEN E. SPENCER,Democrat,county,Worth,1332,False
United States Representative,4,TOM LATHAM,Republican,county,Worth,1739,False
United States Representative,4,OVER VOTES,,county,Worth,0,False
United States Representative,4,UNDER VOTES,,county,Worth,136,False
United States Representative,4,SCATTERING,,county,Worth,0,False
United States Representative,4,TOTAL,,county,Worth,3207,False
United States Representative,4,SELDEN E. SPENCER,Democrat,county,Wright,1668,False
United States Representative,4,TOM LATHAM,Republican,county,Wright,3041,False
United States Representative,4,OVER VOTES,,county,Wright,0,False
United States Representative,4,UNDER VOTES,,county,Wright,0,False
United States Representative,4,SCATTERING,,county,Wright,1,False
United States Representative,4,TOTAL,,county,Wright,4710,False
United States Representative,4,SELDEN E. SPENCER,Democrat,county,Total,90982,False
United States Representative,4,TOM LATHAM,Republican,county,Total,121650,False
United States Representative,4,OVER VOTES,,county,Total,30,False
United States Representative,4,UNDER VOTES,,county,Total,5860,False
United States Representative,4,SCATTERING,,county,Total,98,False
United States Representative,4,TOTAL,,county,Total,218620,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Adair,1326,False
United States Representative,5,STEVE KING,Republican,county,Adair,1475,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Adair,70,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Adair,41,False
United States Representative,5,OVER VOTES,,county,Adair,2,False
United States Representative,5,UNDER VOTES,,county,Adair,189,False
United States Representative,5,SCATTERING,,county,Adair,0,False
United States Representative,5,TOTAL,,county,Adair,3103,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Adams,750,False
United States Representative,5,STEVE KING,Republican,county,Adams,791,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Adams,51,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Adams,21,False
United States Representative,5,OVER VOTES,,county,Adams,0,False
United States Representative,5,UNDER VOTES,,county,Adams,0,False
United States Representative,5,SCATTERING,,county,Adams,0,False
United States Representative,5,TOTAL,,county,Adams,1613,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Audubon,1062,False
United States Representative,5,STEVE KING,Republican,county,Audubon,1196,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Audubon,93,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Audubon,33,False
United States Representative,5,OVER VOTES,,county,Audubon,1,False
United States Representative,5,UNDER VOTES,,county,Audubon,0,False
United States Representative,5,SCATTERING,,county,Audubon,1,False
United States Representative,5,TOTAL,,county,Audubon,2386,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Buena Vista,1846,False
United States Representative,5,STEVE KING,Republican,county,Buena Vista,3879,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Buena Vista,415,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Buena Vista,85,False
United States Representative,5,OVER VOTES,,county,Buena Vista,5,False
United States Representative,5,UNDER VOTES,,county,Buena Vista,204,False
United States Representative,5,SCATTERING,,county,Buena Vista,2,False
United States Representative,5,TOTAL,,county,Buena Vista,6436,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Carrol,2658,False
United States Representative,5,STEVE KING,Republican,county,Carrol,3494,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Carrol,597,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Carrol,112,False
United States Representative,5,OVER VOTES,,county,Carrol,1,False
United States Representative,5,UNDER VOTES,,county,Carrol,0,False
United States Representative,5,SCATTERING,,county,Carrol,2,False
United States Representative,5,TOTAL,,county,Carrol,6864,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Cass,1879,False
United States Representative,5,STEVE KING,Republican,county,Cass,2726,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Cass,155,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Cass,99,False
United States Representative,5,OVER VOTES,,county,Cass,1,False
United States Representative,5,UNDER VOTES,,county,Cass,235,False
United States Representative,5,SCATTERING,,county,Cass,2,False
United States Representative,5,TOTAL,,county,Cass,5097,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Cherokee,1520,False
United States Representative,5,STEVE KING,Republican,county,Cherokee,2617,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Cherokee,252,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Cherokee,37,False
United States Representative,5,OVER VOTES,,county,Cherokee,1,False
United States Representative,5,UNDER VOTES,,county,Cherokee,0,False
United States Representative,5,SCATTERING,,county,Cherokee,0,False
United States Representative,5,TOTAL,,county,Cherokee,4427,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Clarke,1597,False
United States Representative,5,STEVE KING,Republican,county,Clarke,1497,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Clarke,60,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Clarke,69,False
United States Representative,5,OVER VOTES,,county,Clarke,2,False
United States Representative,5,UNDER VOTES,,county,Clarke,205,False
United States Representative,5,SCATTERING,,county,Clarke,3,False
United States Representative,5,TOTAL,,county,Clarke,3433,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Clay,1822,False
United States Representative,5,STEVE KING,Republican,county,Clay,3526,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Clay,423,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Clay,75,False
United States Representative,5,OVER VOTES,,county,Clay,0,False
United States Representative,5,UNDER VOTES,,county,Clay,255,False
United States Representative,5,SCATTERING,,county,Clay,1,False
United States Representative,5,TOTAL,,county,Clay,6102,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Crawford,1118,False
United States Representative,5,STEVE KING,Republican,county,Crawford,2868,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Crawford,344,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Crawford,308,False
United States Representative,5,OVER VOTES,,county,Crawford,1,False
United States Representative,5,UNDER VOTES,,county,Crawford,185,False
United States Representative,5,SCATTERING,,county,Crawford,0,False
United States Representative,5,TOTAL,,county,Crawford,4824,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Decatur,1239,False
United States Representative,5,STEVE KING,Republican,county,Decatur,1439,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Decatur,53,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Decatur,35,False
United States Representative,5,OVER VOTES,,county,Decatur,0,False
United States Representative,5,UNDER VOTES,,county,Decatur,0,False
United States Representative,5,SCATTERING,,county,Decatur,1,False
United States Representative,5,TOTAL,,county,Decatur,2767,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Dickinson,2496,False
United States Representative,5,STEVE KING,Republican,county,Dickinson,3738,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Dickinson,319,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Dickinson,78,False
United States Representative,5,OVER VOTES,,county,Dickinson,3,False
United States Representative,5,UNDER VOTES,,county,Dickinson,314,False
United States Representative,5,SCATTERING,,county,Dickinson,3,False
United States Representative,5,TOTAL,,county,Dickinson,6951,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Fremont,952,False
United States Representative,5,STEVE KING,Republican,county,Fremont,1368,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Fremont,92,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Fremont,62,False
United States Representative,5,OVER VOTES,,county,Fremont,0,False
United States Representative,5,UNDER VOTES,,county,Fremont,0,False
United States Representative,5,SCATTERING,,county,Fremont,0,False
United States Representative,5,TOTAL,,county,Fremont,2474,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Guthrie,1686,False
United States Representative,5,STEVE KING,Republican,county,Guthrie,2143,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Guthrie,79,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Guthrie,61,False
United States Representative,5,OVER VOTES,,county,Guthrie,0,False
United States Representative,5,UNDER VOTES,,county,Guthrie,0,False
United States Representative,5,SCATTERING,,county,Guthrie,3,False
United States Representative,5,TOTAL,,county,Guthrie,3972,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Harrison,1988,False
United States Representative,5,STEVE KING,Republican,county,Harrison,2738,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Harrison,87,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Harrison,77,False
United States Representative,5,OVER VOTES,,county,Harrison,0,False
United States Representative,5,UNDER VOTES,,county,Harrison,195,False
United States Representative,5,SCATTERING,,county,Harrison,0,False
United States Representative,5,TOTAL,,county,Harrison,5085,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Ida,616,False
United States Representative,5,STEVE KING,Republican,county,Ida,1606,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Ida,164,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Ida,16,False
United States Representative,5,OVER VOTES,,county,Ida,2,False
United States Representative,5,UNDER VOTES,,county,Ida,71,False
United States Representative,5,SCATTERING,,county,Ida,0,False
United States Representative,5,TOTAL,,county,Ida,2475,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Lyon,814,False
United States Representative,5,STEVE KING,Republican,county,Lyon,2986,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Lyon,109,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Lyon,16,False
United States Representative,5,OVER VOTES,,county,Lyon,1,False
United States Representative,5,UNDER VOTES,,county,Lyon,0,False
United States Representative,5,SCATTERING,,county,Lyon,0,False
United States Representative,5,TOTAL,,county,Lyon,3926,False
United States Representative,5,JOYCE SCHULTE,Democrat,county,Mills,1453,False
United States Representative,5,STEVE KING,Republican,county,Mills,2337,False
United States Representative,5,ROY NIELSEN,Nominated By Petition,county,Mills,52,False
United States Representative,5,CHERYL L. BRODERSEN,Nominated By Petition,county,Mills,52,False
United States Representative,5,OVER VOTES,,county,Mills,0,False
